Image,Granulocyte,Lymphocyte,Plasma,Stromal,Tumor
2021-07-12_17.01.28_Region8_tile70.png,0,0,0,0,11
2021-07-14_20.02.54_Region4_tile22.png,0,0,0,0,6
2021-05-07_20.27.28_Region2_tile4.png,0,0,0,6,20
2021-07-14_19.58.43_Region3_tile17.png,0,2,0,1,0
2021-07-14_19.58.43_Region2_tile61.png,0,10,0,17,7
2021-07-14_20.01.02_Region32_tile12.png,2,0,0,0,28
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region14_tile9.png,0,8,2,34,0
2021-05-07_18.22.27_Region3_tile29.png,0,19,16,14,0
2021-07-12_16.28.47_Region41_tile4.png,0,8,40,10,0
2021-05-07_18.22.27_Region1_tile14.png,0,1,0,7,0
2021-07-12_17.01.28_Region4_tile5.png,0,0,0,0,22
2021-05-07_20.27.28_Region1_tile13.png,0,0,0,0,29
2021-07-12_17.01.28_Region4_tile28.png,0,0,0,0,22
2021-07-14_19.58.43_Region3_tile8.png,0,0,0,3,0
2021-07-12_17.01.28_Region5_tile2.png,0,13,0,18,0
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region13_tile8.png,0,86,50,45,0
2021-07-14_19.58.43_Region3_tile65.png,0,0,0,3,0
2021-07-14_20.02.54_Region3_tile33.png,0,0,0,22,0
2021-07-14_19.58.43_Region2_tile13.png,0,0,0,3,0
2021-07-14_19.29.44_Region3_tile30.png,0,0,0,0,31
2021-05-07_18.22.27_Region1_tile66.png,0,7,20,2,0
2021-07-12_17.01.28_Region2_tile41.png,0,1,0,12,0
2021-07-14_19.44.36_Region3_tile56.png,0,4,0,3,8
2021-07-14_20.02.54_Region6_tile4.png,0,89,0,0,0
2021-07-14_19.58.43_Region3_tile19.png,0,0,0,5,0
2021-07-14_19.58.43_Region1_tile24.png,0,0,0,1,0
2021-05-07_18.03.28_Region3_tile4.png,0,0,0,0,33
2021-07-14_20.01.02_Region24_tile5.png,0,66,0,0,0
2021-05-07_18.22.27_Region3_tile27.png,1,9,7,15,0
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region14_tile7.png,0,7,24,51,0
2021-07-12_17.01.28_Region8_tile79.png,0,0,0,0,9
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile30.png,22,6,0,0,31
2021-07-12_17.01.28_Region2_tile46.png,0,1,0,15,0
2021-07-14_19.44.36_Region3_tile51.png,0,4,0,3,0
2021-07-14_20.02.54_Region6_tile3.png,0,90,0,0,0
2021-07-14_19.44.36_Region4_tile32.png,0,0,0,0,3
2021-07-14_19.58.43_Region2_tile68.png,0,0,0,3,0
2021-07-14_19.58.43_Region1_tile23.png,0,0,0,4,0
2021-05-07_18.03.28_Region3_tile3.png,0,0,0,0,29
2021-07-12_16.28.47_Region9_tile9.png,0,2,6,21,0
2021-07-14_20.01.02_Region24_tile2.png,0,65,0,0,0
2021-05-07_18.22.27_Region3_tile20.png,0,7,11,12,0
2021-05-07_18.03.28_Region5_tile21.png,0,0,0,11,27
2021-07-14_19.58.43_Region2_tile6.png,0,0,0,3,0
2021-07-14_19.58.43_Region3_tile62.png,0,0,0,1,0
2021-07-14_20.02.54_Region3_tile34.png,0,0,0,22,0
2021-07-14_19.58.43_Region2_tile14.png,0,0,0,1,0
2021-07-14_19.58.43_Region1_tile16.png,0,0,0,4,13
2021-07-14_20.02.54_Region1_tile40.png,0,0,0,0,12
2021-07-14_20.02.54_Region5_tile4.png,0,79,0,0,0
2021-05-07_18.03.28_Region5_tile14.png,0,0,0,5,21
2021-07-14_19.58.43_Region1_tile1.png,0,0,0,6,0
2021-05-07_18.22.27_Region1_tile28.png,0,6,0,13,0
2021-07-12_16.28.47_Region17_tile2.png,0,0,12,13,0
2021-05-07_18.22.27_Region3_tile15.png,0,0,0,0,8
2021-07-14_19.58.43_Region2_tile21.png,0,0,0,1,18
2021-07-14_19.58.43_Region4_tile34.png,0,0,0,2,5
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region9_tile9.png,0,1,0,7,74
2021-07-14_20.01.02_Region8_tile7.png,2,4,14,12,0
2021-07-14_19.58.43_Region3_tile57.png,0,0,0,6,0
2021-07-14_19.58.43_Region3_tile86.png,0,0,0,1,7
2021-07-14_19.44.36_Region3_tile18.png,0,49,8,2,0
2021-07-12_17.01.28_Region8_tile30.png,0,0,0,0,19
2021-05-07_18.22.27_Region1_tile54.png,0,0,2,14,0
2021-05-07_18.22.27_Region6_tile37.png,0,1,0,15,0
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region2_tile1.png,2,29,114,32,0
2021-05-07_18.22.27_Region6_tile5.png,2,0,0,6,14
2021-07-14_19.58.43_Region4_tile33.png,0,0,0,3,4
2021-07-14_19.58.43_Region2_tile26.png,0,1,0,2,0
2021-07-14_19.58.43_Region3_tile50.png,0,0,0,5,11
2021-07-14_19.58.43_Region3_tile81.png,0,0,0,9,0
2021-07-12_16.28.47_Region35_tile3.png,81,0,0,0,0
2021-05-07_18.22.27_Region1_tile53.png,1,0,0,12,0
2021-05-07_19.22.18_Region4_tile7.png,3,0,0,6,9
2021-05-07_18.22.27_Region6_tile30.png,0,0,4,7,16
2021-07-12_17.01.28_Region10_tile10.png,0,1,0,13,0
2021-05-07_18.22.27_Region6_tile2.png,0,0,0,0,6
2021-07-12_16.28.47_Region1_tile1.png,30,1,9,15,0
2021-07-14_19.58.43_Region1_tile11.png,0,0,0,2,0
2021-07-14_20.02.54_Region1_tile47.png,0,0,0,0,11
2021-07-14_20.02.54_Region4_tile19.png,0,0,0,0,7
2021-07-14_20.02.54_Region5_tile3.png,0,86,0,0,0
2021-07-14_19.58.43_Region1_tile6.png,0,1,0,1,9
2021-05-07_18.22.27_Region3_tile12.png,0,1,1,8,0
2021-07-14_20.01.02_Region32_tile29.png,0,0,0,0,19
2021-07-14_19.58.43_Region2_tile28.png,0,3,0,7,0
2021-07-14_20.02.54_Region1_tile35.png,0,0,0,0,13
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region10_tile1.png,6,98,68,52,0
2021-07-12_17.01.28_Region8_tile39.png,0,0,0,0,11
2021-07-12_17.01.28_Region4_tile13.png,0,0,0,0,21
2021-07-14_19.44.36_Region3_tile11.png,0,33,5,5,0
2021-07-14_20.02.54_Region4_tile4.png,0,0,0,0,8
2021-07-12_17.01.28_Region12_tile23.png,0,31,0,7,0
2021-05-07_20.27.28_Region2_tile11.png,0,0,0,11,9
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region4_tile4.png,4,1,0,0,16
2021-07-12_17.01.28_Region8_tile94.png,0,0,0,0,9
2021-07-14_19.58.43_Region4_tile41.png,0,0,0,3,3
2021-07-14_19.58.43_Region2_tile54.png,0,0,0,3,0
2021-07-14_20.02.54_Region4_tile17.png,0,0,0,0,13
2021-07-14_19.58.43_Region3_tile22.png,0,1,0,0,0
2021-05-07_20.27.28_Region1_tile3.png,0,2,0,1,35
2021-07-12_17.01.28_Region8_tile45.png,0,0,0,0,24
2021-05-07_18.22.27_Region1_tile21.png,0,0,0,7,0
2021-07-14_19.58.43_Region1_tile8.png,0,0,0,4,0
2021-07-12_17.01.28_Region7_tile2.png,0,42,7,8,0
2021-05-07_18.22.27_Region6_tile42.png,0,0,0,0,40
2021-07-14_20.01.02_Region32_tile27.png,0,1,0,0,21
2021-07-12_17.01.28_Region8_tile93.png,0,0,0,0,8
2021-07-14_19.58.43_Region2_tile53.png,0,1,0,8,4
2021-07-14_19.58.43_Region4_tile46.png,0,3,0,3,1
2021-07-14_20.02.54_Region4_tile10.png,0,0,0,0,22
2021-05-07_20.27.28_Region1_tile4.png,0,2,0,17,0
2021-07-14_19.58.43_Region3_tile25.png,0,0,0,1,4
ImageCollection_0000079249_2021-01-29_18_20_28.scn_-_Series_1_Region1_tile3.png,23,84,1,58,0
2021-07-12_17.01.28_Region8_tile42.png,0,0,0,0,11
2021-05-07_18.22.27_Region1_tile26.png,0,17,9,12,0
2021-07-12_17.01.28_Region7_tile5.png,0,31,0,8,0
2021-05-07_18.22.27_Region6_tile45.png,0,4,0,16,0
2021-07-14_20.01.02_Region32_tile20.png,0,0,0,0,23
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region9_tile7.png,0,0,0,7,77
2021-07-14_20.02.54_Region1_tile32.png,0,0,0,0,9
2021-07-14_19.58.43_Region3_tile59.png,0,0,0,6,11
2021-07-14_20.01.02_Region8_tile9.png,0,2,3,18,2
2021-07-14_19.58.43_Region3_tile88.png,0,3,0,28,0
2021-07-14_19.44.36_Region3_tile16.png,0,41,2,2,0
2021-07-14_20.02.54_Region4_tile3.png,0,0,0,0,11
2021-05-07_18.03.28_Region4_tile10.png,0,21,3,19,0
2021-07-14_19.44.36_Region3_tile5.png,0,6,0,8,4
2021-05-07_18.22.27_Region6_tile39.png,0,0,3,10,7
2021-05-07_19.22.18_Region2_tile12.png,0,0,0,9,15
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region4_tile3.png,43,3,0,15,0
ImageCollection_0000079246_2021-01-29_18_34_59.scn_-_Series_1_Region3_tile1.png,24,90,7,70,0
2021-07-12_16.28.47_Region14_tile10.png,0,0,2,13,0
2021-07-14_19.29.44_Region2_tile17.png,0,6,0,2,18
2021-05-07_18.22.27_Region1_tile37.png,1,11,13,8,0
2021-05-07_18.22.27_Region6_tile54.png,1,0,0,19,0
2021-05-07_19.22.18_Region2_tile7.png,0,0,15,18,0
2021-07-12_16.28.47_Region45_tile4.png,0,4,55,1,0
2021-07-14_19.29.44_Region3_tile9.png,0,0,0,1,25
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile27.png,6,1,0,0,23
2021-07-14_19.44.36_Region4_tile18.png,0,0,0,2,7
2021-07-12_17.01.28_Region8_tile53.png,0,0,0,0,9
2021-07-12_17.01.28_Region8_tile82.png,0,0,0,0,15
2021-07-14_19.58.43_Region5_tile21.png,0,0,0,1,0
2021-07-14_19.58.43_Region3_tile34.png,0,0,0,1,43
2021-07-12_17.01.28_Region12_tile7.png,0,47,0,9,0
2021-07-12_16.28.47_Region9_tile15.png,0,0,0,1,54
2021-05-07_19.22.18_Region4_tile16.png,5,12,0,15,0
2021-07-14_20.01.02_Region21_tile2.png,0,1,4,4,10
2021-05-07_18.22.27_Region6_tile28.png,0,3,0,11,8
2021-07-12_17.01.28_Region8_tile102.png,0,0,0,0,19
2021-07-12_16.28.47_Region11_tile5.png,0,0,10,19,0
2021-07-14_19.44.36_Region4_tile5.png,0,0,0,0,8
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region5_tile3.png,16,144,36,22,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile10.png,8,0,0,0,21
2021-07-14_20.02.54_Region3_tile3.png,0,0,0,11,4
2021-07-12_17.01.28_Region2_tile10.png,0,0,0,0,15
2021-05-07_21.28.14_Region1_tile16.png,0,0,0,0,22
2021-07-14_20.02.54_Region1_tile23.png,0,0,0,0,14
2021-07-14_19.58.43_Region3_tile48.png,0,2,0,17,0
2021-07-12_16.28.47_Region9_tile12.png,1,3,16,14,0
2021-05-07_19.22.18_Region4_tile11.png,28,8,0,9,0
2021-07-14_19.29.44_Region2_tile7.png,0,61,0,1,0
2021-07-14_20.01.02_Region21_tile5.png,0,0,1,4,16
2021-07-12_16.28.47_Region11_tile2.png,0,1,23,13,0
2021-07-12_17.01.28_Region8_tile105.png,0,0,0,0,22
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region5_tile4.png,1,61,3,18,59
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile17.png,30,13,0,0,24
2021-07-14_19.44.36_Region4_tile2.png,0,0,0,0,5
2021-07-14_20.02.54_Region3_tile4.png,0,0,0,18,0
2021-07-12_17.01.28_Region8_tile28.png,0,0,0,0,18
2021-07-12_17.01.28_Region2_tile17.png,0,0,0,0,19
2021-05-07_21.28.14_Region1_tile11.png,0,0,0,0,25
2021-07-14_20.02.54_Region3_tile19.png,0,0,0,6,22
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile4.png,23,6,0,0,18
2021-07-14_20.02.54_Region1_tile24.png,0,0,0,0,8
2021-05-07_18.03.28_Region3_tile19.png,0,0,0,0,26
2021-07-12_16.28.47_Region31_tile18.png,0,0,0,0,29
2021-05-07_18.22.27_Region1_tile30.png,0,0,0,5,0
2021-07-14_19.29.44_Region2_tile10.png,0,14,0,2,22
2021-05-07_18.22.27_Region6_tile53.png,1,0,0,2,9
2021-07-12_16.28.47_Region45_tile3.png,0,4,16,10,16
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile20.png,10,0,0,0,18
2021-07-12_17.01.28_Region8_tile54.png,0,0,0,0,5
2021-07-14_19.58.43_Region2_tile45.png,0,0,0,4,0
2021-07-12_17.01.28_Region8_tile85.png,0,0,0,0,18
2021-07-14_19.58.43_Region3_tile33.png,0,0,0,0,46
2021-07-14_19.58.43_Region5_tile26.png,0,0,0,8,0
2021-05-07_19.28.32_Region1_tile1.png,65,16,0,0,0
2021-05-07_18.22.27_Region1_tile42.png,0,1,0,21,0
2021-07-14_19.29.44_Region2_tile9.png,0,50,0,7,0
2021-07-12_16.28.47_Region44_tile4.png,0,8,24,18,0
2021-07-12_17.01.28_Region1_tile5.png,0,18,0,13,0
2021-07-14_19.29.44_Region3_tile14.png,0,0,0,3,20
2021-05-07_18.22.27_Region6_tile21.png,0,0,0,0,22
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile19.png,9,1,0,0,16
2021-07-14_19.58.43_Region3_tile90.png,0,0,0,3,0
2021-07-12_17.01.28_Region2_tile19.png,0,0,0,0,18
2021-07-12_17.01.28_Region8_tile26.png,0,0,0,0,7
2021-07-14_19.58.43_Region2_tile37.png,0,1,0,6,0
2021-05-07_18.22.27_Region1_tile2.png,0,1,0,10,0
2021-07-14_20.02.54_Region3_tile17.png,0,0,0,22,0
2021-07-14_19.58.43_Region3_tile41.png,0,0,0,3,2
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile3.png,6,0,0,0,27
2021-07-12_16.28.47_Region31_tile16.png,0,0,0,0,20
2021-07-14_19.44.36_Region4_tile11.png,0,0,0,0,9
2021-07-12_16.28.47_Region10_tile5.png,0,3,16,6,14
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile13.png,9,1,0,0,22
2021-07-14_19.58.43_Region5_tile28.png,0,0,0,4,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile4.png,0,2,0,0,25
2021-07-12_16.28.47_Region31_tile11.png,0,0,0,0,18
2021-07-14_19.29.44_Region2_tile19.png,0,49,0,6,0
2021-05-07_18.22.27_Region1_tile39.png,0,8,16,11,0
2021-05-07_18.03.28_Region3_tile10.png,0,0,0,3,29
2021-05-07_19.22.18_Region2_tile9.png,0,2,4,7,6
2021-07-14_19.44.36_Region4_tile16.png,0,1,0,2,7
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile29.png,8,0,0,0,17
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile14.png,5,3,0,0,26
2021-07-12_16.28.47_Region10_tile2.png,0,6,17,13,10
2021-07-12_17.01.28_Region12_tile9.png,0,33,0,12,0
2021-07-14_20.02.54_Region1_tile51.png,0,0,0,0,8
2021-07-12_16.28.47_Region44_tile3.png,0,5,26,9,8
2021-07-12_17.01.28_Region1_tile2.png,0,32,0,12,0
2021-05-07_18.22.27_Region6_tile26.png,0,1,0,14,0
2021-07-14_19.29.44_Region3_tile13.png,0,0,0,3,19
2021-07-12_17.01.28_Region8_tile21.png,0,0,0,0,4
2021-07-14_19.58.43_Region2_tile30.png,0,0,0,4,4
2021-07-14_19.58.43_Region4_tile25.png,0,0,0,1,26
2021-07-14_20.02.54_Region3_tile10.png,0,0,0,8,8
2021-05-07_18.22.27_Region1_tile5.png,0,3,0,14,0
2021-07-14_19.58.43_Region3_tile46.png,0,0,0,4,0
2021-07-12_17.01.28_Region8_tile4.png,0,0,0,0,6
2021-07-14_20.02.54_Region1_tile3.png,0,0,0,0,7
2021-05-07_18.22.27_Region3_tile31.png,0,0,0,0,20
2021-05-07_21.28.14_Region8_tile6.png,15,6,0,11,0
2021-07-14_20.01.02_Region32_tile1.png,0,3,0,0,30
2021-07-14_19.44.36_Region6_tile5.png,5,45,2,4,0
2021-05-07_18.03.28_Region3_tile25.png,0,0,0,10,11
2021-07-12_16.28.47_Region5_tile1.png,0,6,33,8,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile3.png,2,0,0,0,13
2021-07-14_19.58.43_Region1_tile32.png,0,0,0,2,26
2021-05-07_18.03.28_Region4_tile3.png,0,16,0,20,0
2021-07-14_19.58.43_Region2_tile79.png,0,18,0,4,0
2021-07-14_19.44.36_Region3_tile40.png,0,3,0,7,13
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile21.png,31,3,0,0,19
2021-07-12_17.01.28_Region4_tile42.png,0,0,0,0,16
2021-07-14_19.44.36_Region4_tile23.png,0,0,0,9,10
2021-07-14_20.01.02_Region23_tile2.png,0,2,0,11,0
2021-05-07_21.28.14_Region2_tile7.png,0,2,0,8,10
2021-07-12_17.01.28_Region2_tile5.png,0,0,0,0,21
2021-07-14_19.29.44_Region3_tile26.png,0,0,0,0,20
2021-05-07_18.22.27_Region6_tile13.png,0,0,0,0,21
2021-07-14_19.29.44_Region1_tile9.png,0,0,0,9,17
2021-07-12_16.28.47_Region31_tile3.png,2,0,0,0,12
2021-05-07_18.22.27_Region1_tile70.png,0,9,1,9,3
2021-07-12_17.01.28_Region10_tile7.png,0,0,0,9,2
2021-07-14_19.58.43_Region3_tile73.png,0,3,0,3,0
2021-07-14_20.02.54_Region1_tile18.png,0,0,0,0,9
2021-07-14_20.02.54_Region3_tile25.png,0,0,0,28,0
2021-07-12_17.01.28_Region8_tile14.png,0,0,0,0,12
2021-05-07_18.22.27_Region6_tile14.png,0,3,1,13,11
2021-07-14_19.29.44_Region3_tile21.png,0,0,0,4,15
2021-07-14_19.58.43_Region4_tile8.png,0,0,0,0,0
2021-07-12_17.01.28_Region2_tile2.png,0,0,0,0,13
2021-07-12_16.28.47_Region31_tile4.png,2,0,0,0,12
2021-05-07_18.22.27_Region1_tile77.png,0,3,30,4,0
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region13_tile12.png,0,17,14,32,42
2021-07-14_19.58.43_Region3_tile74.png,0,2,0,8,0
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region6_tile1.png,0,0,0,5,63
2021-07-14_19.58.43_Region4_tile17.png,0,0,0,5,0
2021-07-14_20.02.54_Region3_tile22.png,0,0,0,22,0
2021-07-12_17.01.28_Region8_tile13.png,0,0,0,0,15
2021-07-12_17.01.28_Region4_tile39.png,0,0,0,0,16
2021-07-14_20.02.54_Region1_tile4.png,0,0,0,0,11
2021-05-07_18.22.27_Region6_tile68.png,0,0,8,29,7
2021-07-12_17.01.28_Region8_tile3.png,0,0,0,0,4
2021-05-07_21.28.14_Region8_tile1.png,7,10,0,16,0
2021-05-07_18.22.27_Region3_tile36.png,0,37,6,5,0
2021-05-07_18.03.28_Region3_tile22.png,0,0,0,8,12
2021-07-14_19.44.36_Region6_tile2.png,0,55,0,1,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile4.png,0,0,0,0,17
2021-07-12_17.01.28_Region11_tile9.png,0,0,0,6,0
2021-07-14_19.58.43_Region1_tile35.png,0,0,0,2,0
2021-05-07_18.03.28_Region4_tile4.png,0,8,0,14,0
2021-07-14_19.44.36_Region3_tile47.png,0,12,0,8,0
2021-07-14_19.58.43_Region5_tile1.png,0,0,0,3,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile26.png,15,1,0,0,19
2021-07-14_19.44.36_Region4_tile24.png,0,0,0,0,6
2021-07-14_19.58.43_Region4_tile6.png,0,1,0,10,0
2021-05-07_18.22.27_Region3_tile44.png,0,11,0,24,0
2021-07-14_19.29.44_Region1_tile12.png,0,21,0,0,17
2021-07-14_20.02.54_Region1_tile11.png,0,0,0,0,8
2021-05-07_21.28.14_Region1_tile24.png,0,0,0,0,24
2021-07-14_19.58.43_Region4_tile19.png,0,0,0,1,21
2021-07-14_19.44.36_Region3_tile35.png,0,5,2,1,4
2021-07-12_17.01.28_Region4_tile37.png,0,0,0,0,13
2021-07-12_17.01.28_Region2_tile22.png,0,0,0,14,0
2021-07-12_17.01.28_Region9_tile4.png,0,0,0,10,6
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile22.png,9,4,0,0,23
2021-05-07_18.22.27_Region3_tile38.png,0,4,3,22,3
ImageCollection_0000079249_2021-01-29_18_20_28.scn_-_Series_1_Region5_tile3.png,10,27,0,46,30
2021-07-14_20.01.02_Region32_tile8.png,0,0,0,0,13
2021-07-14_19.29.44_Region2_tile25.png,0,33,0,13,0
2021-05-07_18.22.27_Region3_tile2.png,0,7,0,22,0
2021-07-14_19.58.43_Region5_tile13.png,1,1,0,14,0
2021-07-12_17.01.28_Region11_tile7.png,0,1,0,8,0
2021-07-14_20.02.54_Region4_tile33.png,0,0,0,0,7
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile28.png,20,14,0,0,17
2021-07-12_17.01.28_Region8_tile61.png,0,0,0,0,15
2021-07-14_19.44.36_Region3_tile49.png,0,6,0,0,8
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile15.png,25,3,0,0,20
2021-07-12_16.28.47_Region18_tile3.png,29,2,0,2,0
2021-05-07_18.22.27_Region6_tile61.png,0,2,2,14,5
2021-07-14_19.29.44_Region2_tile22.png,0,42,0,10,0
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region7_tile1.png,0,0,0,8,93
2021-07-14_19.58.43_Region5_tile14.png,0,1,0,7,0
2021-07-14_20.02.54_Region4_tile34.png,0,0,0,0,7
2021-07-14_19.58.43_Region2_tile77.png,0,0,0,2,0
2021-07-14_19.44.36_Region6_tile10.png,0,64,0,0,0
2021-07-14_19.58.43_Region5_tile8.png,0,0,0,11,0
2021-07-12_17.01.28_Region8_tile66.png,0,0,0,0,13
2021-07-12_17.01.28_Region1_tile12.png,0,16,0,10,0
2021-07-12_17.01.28_Region9_tile10.png,0,0,0,11,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile12.png,1,0,0,0,18
2021-07-14_19.29.44_Region3_tile28.png,0,0,0,0,30
2021-07-14_19.58.43_Region4_tile1.png,0,0,0,0,0
2021-05-07_21.28.14_Region2_tile9.png,6,9,0,16,0
2021-05-07_18.22.27_Region3_tile43.png,0,4,0,19,0
H2018028863S2-9-2_2020-12-23_11_46_45.scn_-_Series_1_Region12_tile7.png,0,1,1,14,71
2021-07-14_19.29.44_Region1_tile15.png,0,0,0,0,21
2021-07-14_19.29.44_Region1_tile7.png,0,9,0,2,17
2021-07-12_17.01.28_Region10_tile9.png,0,0,0,12,0
2021-05-07_18.03.28_Region5_tile4.png,0,2,0,9,20
2021-07-14_19.58.43_Region1_tile40.png,0,0,0,12,0
2021-05-07_21.28.14_Region1_tile23.png,0,0,0,0,23
2021-07-14_19.44.36_Region3_tile32.png,0,14,0,3,0
2021-07-12_17.01.28_Region2_tile25.png,0,0,0,1,17
2021-07-12_17.01.28_Region4_tile30.png,0,0,0,0,16
2021-07-12_17.01.28_Region9_tile3.png,0,0,0,4,20
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile25.png,12,2,0,0,20
2021-05-07_19.22.18_Region4_tile12.png,19,12,0,7,2
2021-07-12_16.28.47_Region9_tile11.png,5,2,0,16,5
2021-07-12_17.01.28_Region1_tile8.png,0,19,0,15,0
2021-07-14_19.29.44_Region3_tile19.png,0,0,0,3,10
2021-07-12_16.28.47_Region11_tile1.png,0,0,19,20,0
2021-07-14_19.29.44_Region1_tile24.png,0,1,0,2,21
2021-07-14_20.01.02_Region21_tile6.png,0,2,17,4,0
2021-07-14_19.29.44_Region2_tile4.png,0,22,0,2,16
2021-07-12_17.01.28_Region2_tile14.png,0,2,0,4,0
2021-07-14_20.02.54_Region3_tile7.png,0,0,0,17,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile14.png,3,0,0,0,19
2021-07-14_19.44.36_Region4_tile1.png,0,0,0,0,8
2021-07-14_20.02.54_Region1_tile27.png,0,0,0,0,11
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile7.png,4,0,0,0,20
2021-05-07_21.28.14_Region1_tile12.png,0,0,0,0,11
2021-05-07_18.22.27_Region6_tile50.png,0,0,0,10,2
2021-05-07_19.22.18_Region2_tile3.png,0,5,5,22,0
2021-05-07_18.22.27_Region1_tile33.png,0,1,0,18,0
2021-07-14_19.29.44_Region2_tile13.png,0,57,0,4,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile23.png,0,0,0,0,25
2021-07-12_17.01.28_Region12_tile3.png,0,67,0,0,0
2021-07-14_19.58.43_Region5_tile25.png,0,1,0,13,0
2021-07-14_19.58.43_Region3_tile30.png,0,0,0,8,0
2021-07-12_17.01.28_Region8_tile86.png,0,0,0,0,8
2021-07-14_19.58.43_Region2_tile46.png,0,0,0,5,6
ImageCollection_0000079246_2021-01-29_18_34_59.scn_-_Series_1_Region3_tile2.png,2,11,0,35,39
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile9.png,0,0,0,0,15
2021-07-14_20.01.02_Region32_tile32.png,18,0,0,0,9
2021-05-07_19.22.18_Region2_tile4.png,0,0,0,16,7
2021-05-07_18.22.27_Region6_tile57.png,0,0,2,12,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile19.png,12,1,0,0,12
2021-07-12_17.01.28_Region8_tile50.png,0,0,0,0,8
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile24.png,6,0,0,0,19
2021-07-12_17.01.28_Region12_tile4.png,0,31,0,17,0
2021-07-14_19.58.43_Region3_tile37.png,0,0,0,7,0
2021-07-14_19.58.43_Region5_tile22.png,0,1,0,3,0
2021-07-12_17.01.28_Region8_tile81.png,0,0,0,0,10
2021-07-14_19.58.43_Region2_tile41.png,0,0,0,0,30
2021-05-07_19.22.18_Region4_tile15.png,28,4,0,15,0
2021-07-12_17.01.28_Region8_tile101.png,0,0,0,0,17
2021-07-12_16.28.47_Region11_tile6.png,0,1,16,15,0
2021-07-14_19.29.44_Region1_tile23.png,0,0,0,0,26
2021-07-14_19.29.44_Region2_tile3.png,0,35,0,10,0
2021-05-07_18.22.27_Region1_tile48.png,5,16,4,3,0
2021-07-14_20.01.02_Region21_tile1.png,0,0,0,0,18
2021-07-12_17.01.28_Region2_tile13.png,0,0,0,0,18
2021-07-14_19.44.36_Region4_tile6.png,0,0,0,0,9
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile13.png,6,0,0,0,25
2021-07-14_19.58.43_Region4_tile28.png,0,0,0,3,0
2021-05-07_21.28.14_Region1_tile15.png,0,0,0,0,17
2021-05-07_18.22.27_Region1_tile8.png,0,5,0,5,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile7.png,15,0,0,0,24
2021-05-07_18.22.27_Region6_tile59.png,0,1,4,19,0
2021-05-07_18.03.28_Region3_tile13.png,0,0,0,0,36
2021-07-12_16.28.47_Region31_tile12.png,0,0,0,0,26
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile17.png,22,8,0,0,27
2021-07-12_16.28.47_Region10_tile1.png,0,1,36,9,4
2021-07-14_19.29.44_Region3_tile4.png,0,0,0,1,22
